2.9,0.22
2.9,0.22
2.92,0.22
2.92,0.22
2.92,0.22
2.92,0.22
2.96,0.24
2.92,0.24
2.92,0.24
2.96,0.22
2.96,0.24
3.0,0.22
2.96,0.24
3.0,0.24
2.98,0.24
2.98,0.24
3.0,0.24
3.02,0.24
3.02,0.24
3.04,0.24
3.04,0.24
3.02,0.24
3.04,0.24
3.06,0.24
3.06,0.24
3.06,0.26
3.08,0.24
3.08,0.24
3.1,0.26
3.1,0.3
3.12,0.3
3.12,0.32
3.12,0.3
3.14,0.28
3.14,0.32
3.14,0.3
3.16,0.3
3.16,0.32
3.16,0.3
3.16,0.3
3.18,0.32
3.18,0.32
3.22,0.34
3.22,0.34
3.22,0.36
3.22,0.36
3.22,0.34
3.24,0.34
3.24,0.34
3.24,0.36
3.26,0.34
3.28,0.34
3.26,0.34
3.28,0.36
3.3,0.34
3.3,0.34
3.32,0.34
3.3,0.36
3.34,0.36
3.34,0.34
3.34,0.36
3.34,0.36
3.36,0.36
3.38,0.36
3.38,0.36
3.38,0.36
3.38,0.36
3.38,0.36
3.4,0.36
3.4,0.34
3.42,0.36
3.42,0.34
3.42,0.36
3.44,0.34
3.44,0.36
3.46,0.36
3.46,0.38
3.48,0.36
3.46,0.38
3.46,0.36
3.5,0.38
3.5,0.38
3.5,0.38
3.5,0.36
3.52,0.38
3.52,0.38
3.54,0.4
3.54,0.38
3.54,0.4
3.54,0.42
3.56,0.4
3.56,0.42
3.56,0.44
3.58,0.44
3.6,0.46
3.62,0.48
3.6,0.48
3.62,0.48
3.62,0.48
3.64,0.48
3.64,0.5
3.66,0.5
3.66,0.52
3.66,0.5
3.68,0.52
3.68,0.54
3.68,0.52
3.72,0.54
3.72,0.54
3.72,0.54
3.74,0.54
3.74,0.56
3.72,0.56
3.72,0.56
3.74,0.56
3.76,0.56
3.76,0.56
3.76,0.58
3.78,0.56
3.78,0.56
3.8,0.56
3.78,0.56
3.82,0.56
3.82,0.54
3.82,0.56
3.84,0.56
3.84,0.56
3.88,0.56
3.88,0.58
3.84,0.54
3.88,0.54
3.86,0.56
3.86,0.54
3.9,0.56
3.9,0.56
3.9,0.56
3.92,0.54
3.94,0.56
3.94,0.58
3.94,0.56
3.96,0.56
3.98,0.56
3.96,0.56
3.96,0.56
3.98,0.58
4.0,0.58
4.0,0.56
4.0,0.58
4.0,0.6
4.04,0.6
4.02,0.6
4.02,0.62
4.04,0.62
4.06,0.64
4.06,0.66
4.06,0.64
4.08,0.66
4.08,0.68
4.1,0.68
4.1,0.68
4.08,0.7
4.12,0.72
4.12,0.74
4.12,0.72
4.14,0.76
4.16,0.76
4.14,0.76
4.14,0.78
4.16,0.8
4.18,0.8
4.18,0.78
4.18,0.8
4.2,0.8
4.2,0.8
4.2,0.8
4.2,0.82
4.24,0.84
4.2,0.82
4.24,0.84
4.26,0.84
4.26,0.82
4.26,0.82
4.28,0.82
4.28,0.8
4.28,0.8
4.3,0.82
4.34,0.8
4.32,0.8
4.34,0.8
4.32,0.8
4.32,0.78
4.36,0.8
4.36,0.8
4.38,0.8
4.36,0.78
4.38,0.8
4.38,0.8
4.4,0.78
4.4,0.76
4.4,0.76
4.42,0.76
4.4,0.76
4.44,0.78
4.42,0.8
4.46,0.78
4.44,0.8
4.48,0.8
4.46,0.82
4.46,0.8
4.48,0.8
4.5,0.84
4.52,0.86
4.5,0.86
4.52,0.84
4.54,0.9
4.54,0.9
4.52,0.9
4.54,0.92
4.54,0.94
4.56,0.94
4.56,0.94
4.56,0.98
4.56,1.0
4.58,1.0
4.6,1.02
4.62,1.02
4.62,1.06
4.6,1.06
4.64,1.06
4.64,1.08
4.64,1.12
4.64,1.1
4.64,1.1
4.66,1.1
4.68,1.1
4.68,1.12
4.7,1.12
4.68,1.12
4.7,1.12
4.72,1.12
4.72,1.12
4.74,1.12
4.74,1.12
4.74,1.1
4.74,1.12
4.76,1.08
4.76,1.1
4.78,1.08
4.78,1.08
4.76,1.04
4.8,1.04
4.78,1.04
4.82,1.02
4.8,1.04
4.82,1.0
4.84,1.0
4.84,1.02
4.84,1.0
4.88,1.0
4.86,1.04
4.88,1.0
4.88,1.0
4.88,1.0
4.9,1.0
4.9,0.98
4.9,0.98
4.92,0.98
4.92,1.0
4.92,0.98
4.94,1.02
4.94,1.0
4.96,1.0
4.98,1.02
4.98,1.04
4.98,1.04
5.0,1.06
5.0,1.06
5.0,1.08
5.0,1.12
5.02,1.14
5.04,1.14
5.02,1.18
5.04,1.2
5.06,1.2
5.06,1.22
5.08,1.24
5.1,1.26
5.08,1.28
5.08,1.28
5.1,1.32
5.12,1.32
5.12,1.34
5.12,1.36
5.16,1.36
5.14,1.38
5.14,1.4
5.14,1.38
5.14,1.38
5.18,1.42
5.18,1.4
5.18,1.42
5.22,1.4
5.2,1.38
5.22,1.38
5.24,1.42
5.22,1.38
5.22,1.38
5.22,1.38
5.24,1.36
5.26,1.36
5.26,1.34
5.26,1.34
5.26,1.32
5.28,1.32
5.26,1.3
5.28,1.28
5.3,1.26
5.3,1.24
5.32,1.24
5.34,1.24
5.34,1.22
5.34,1.2
5.34,1.2
5.38,1.2
5.38,1.2
5.38,1.18
5.4,1.18
5.38,1.18
5.4,1.16
5.4,1.16
5.4,1.18
5.42,1.18
5.42,1.18
5.42,1.18
5.46,1.22
5.44,1.22
5.46,1.24
5.46,1.24
5.46,1.26
5.48,1.28
5.48,1.28
5.52,1.32
5.5,1.32
5.54,1.34
5.52,1.36
5.54,1.4
5.54,1.42
5.54,1.44
5.54,1.46
5.56,1.5
5.56,1.5
5.56,1.54
5.56,1.54
5.6,1.6
5.62,1.6
5.62,1.62
5.62,1.64
5.62,1.64
5.62,1.64
5.62,1.68
5.66,1.7
5.66,1.68
5.66,1.7
5.68,1.7
5.7,1.7
5.68,1.7
5.68,1.7
5.7,1.7
5.7,1.7
5.72,1.66
5.72,1.68
5.74,1.7
5.74,1.68
5.74,1.62
5.76,1.6
5.76,1.6
5.76,1.58
5.76,1.58
5.78,1.54
5.8,1.52
5.8,1.52
5.8,1.5
5.8,1.5
5.84,1.46
