367.70	0.000
368.08	0.000
368.46	0.602
368.84	0.000
369.22	0.000
369.60	0.000
369.98	0.000
370.36	0.000
370.74	0.000
371.12	0.000
371.50	0.000
371.88	0.000
372.25	0.000
372.63	0.000
373.01	0.000
373.39	0.000
373.77	0.000
374.15	0.000
374.53	0.000
374.91	0.000
375.29	0.000
375.67	0.000
376.04	0.000
376.42	0.000
376.80	0.000
377.18	0.155
377.56	-0.222
377.94	0.000
378.32	0.602
378.69	0.447
379.07	0.327
379.45	0.740
379.83	0.000
380.21	0.000
380.59	0.000
380.96	0.637
381.34	0.477
381.72	0.192
382.10	0.035
382.48	0.477
382.86	0.903
383.23	0.000
383.61	0.301
383.99	0.000
384.37	0.000
384.75	0.000
385.12	0.000
385.50	0.000
385.88	0.000
386.26	0.000
386.63	0.000
387.01	0.000
387.39	0.000
387.77	0.000
388.14	0.000
388.52	0.000
388.90	0.000
389.28	0.000
389.65	0.000
390.03	0.000
390.41	0.000
390.79	0.000
391.16	0.000
391.54	0.000
391.92	0.000
392.30	0.125
392.67	0.146
393.05	0.176
393.43	0.151
393.80	0.000
394.18	0.125
394.56	0.352
394.93	0.176
395.31	0.114
395.69	0.385
396.06	0.512
396.44	0.406
396.82	0.284
397.19	0.628
397.57	1.176
397.95	0.426
398.32	0.125
398.70	0.250
399.08	0.208
399.45	0.217
399.83	0.253
400.21	0.314
400.58	0.527
400.96	0.464
401.34	0.410
401.71	0.196
402.09	0.143
402.46	0.084
402.84	0.079
403.22	0.028
403.59	0.165
403.97	0.186
404.34	0.286
404.72	0.155
405.10	0.020
405.47	0.000
405.85	0.125
406.22	0.512
406.60	0.301
406.97	0.865
407.35	0.865
407.73	0.970
408.10	0.462
408.48	0.398
408.85	0.380
409.23	0.359
409.60	0.451
409.98	0.431
410.35	0.398
410.73	0.245
411.10	0.294
411.48	0.276
411.85	0.276
412.23	0.204
412.60	0.125
412.98	0.106
413.35	0.073
413.73	0.125
414.10	0.204
414.48	0.214
414.85	0.176
415.23	0.200
415.60	0.336
415.98	0.363
416.35	0.361
416.73	0.308
417.10	0.376
417.48	0.301
417.85	0.350
418.23	0.347
418.60	0.376
418.98	0.327
419.35	0.295
419.72	0.288
420.10	0.313
420.47	0.301
420.85	0.344
421.22	0.351
421.60	0.351
421.97	0.252
422.34	0.253
422.72	0.242
423.09	0.355
423.47	0.339
423.84	0.348
424.21	0.284
424.59	0.280
424.96	0.301
425.34	0.292
425.71	0.267
426.08	0.339
426.46	0.354
426.83	0.405
427.20	0.324
427.58	0.301
427.95	0.363
428.32	0.347
428.70	0.388
429.07	0.274
429.44	0.278
429.82	0.297
430.19	0.340
430.56	0.369
430.94	0.401
431.31	0.427
431.68	0.366
432.06	0.266
432.43	0.234
432.80	0.247
433.18	0.283
433.55	0.286
433.92	0.309
434.29	0.294
434.67	0.291
435.04	0.280
435.41	0.253
435.79	0.252
436.16	0.257
436.53	0.284
436.90	0.316
437.28	0.289
437.65	0.315
438.02	0.287
438.39	0.342
438.77	0.361
439.14	0.373
439.51	0.323
439.88	0.305
440.25	0.322
440.63	0.361
441.00	0.357
441.37	0.352
441.74	0.307
442.12	0.305
442.49	0.275
442.86	0.284
443.23	0.299
443.60	0.314
443.98	0.309
444.35	0.311
444.72	0.303
445.09	0.310
445.46	0.287
445.83	0.303
446.21	0.282
446.58	0.285
446.95	0.312
447.32	0.351
447.69	0.351
448.06	0.323
448.43	0.298
448.81	0.317
449.18	0.309
449.55	0.308
449.92	0.302
450.29	0.321
450.66	0.340
451.03	0.348
451.40	0.337
451.77	0.340
452.15	0.332
452.52	0.310
452.89	0.306
453.26	0.300
453.63	0.313
454.00	0.325
454.37	0.339
454.74	0.362
455.11	0.357
455.48	0.347
455.85	0.336
456.22	0.327
456.59	0.315
456.97	0.311
457.34	0.301
457.71	0.305
458.08	0.317
458.45	0.341
458.82	0.353
459.19	0.348
459.56	0.322
459.93	0.330
460.30	0.326
460.67	0.350
461.04	0.356
461.41	0.356
461.78	0.351
462.15	0.353
462.52	0.361
462.89	0.365
463.26	0.349
463.63	0.340
464.00	0.336
464.37	0.352
464.74	0.360
465.11	0.355
465.47	0.329
465.84	0.335
466.21	0.339
466.58	0.349
466.95	0.347
467.32	0.347
467.69	0.346
468.06	0.336
468.43	0.348
468.80	0.356
469.17	0.363
469.54	0.359
469.91	0.374
470.28	0.371
470.64	0.376
471.01	0.361
471.38	0.366
471.75	0.358
472.12	0.359
472.49	0.365
472.86	0.354
473.23	0.364
473.60	0.362
473.96	0.358
474.33	0.352
474.70	0.354
475.07	0.367
475.44	0.360
475.81	0.361
476.17	0.367
476.54	0.377
476.91	0.372
477.28	0.370
477.65	0.367
478.02	0.382
478.38	0.382
478.75	0.383
479.12	0.371
479.49	0.381
479.86	0.383
480.22	0.400
480.59	0.394
480.96	0.394
481.33	0.393
481.70	0.396
482.06	0.400
482.43	0.394
482.80	0.399
483.17	0.398
483.53	0.411
483.90	0.406
484.27	0.403
484.64	0.391
485.00	0.396
485.37	0.400
485.74	0.406
486.11	0.407
486.47	0.421
486.84	0.424
487.21	0.416
487.58	0.409
487.94	0.409
488.31	0.416
488.68	0.418
489.04	0.420
489.41	0.426
489.78	0.432
490.14	0.439
490.51	0.440
490.88	0.447
491.24	0.444
491.61	0.445
491.98	0.443
492.34	0.452
492.71	0.454
493.08	0.453
493.44	0.453
493.81	0.459
494.18	0.459
494.54	0.471
494.91	0.471
495.28	0.475
495.64	0.465
496.01	0.472
496.37	0.472
496.74	0.475
497.11	0.479
497.47	0.487
497.84	0.486
498.21	0.483
498.57	0.481
498.94	0.488
499.30	0.494
499.67	0.496
500.03	0.501
500.40	0.500
500.77	0.507
501.13	0.511
501.50	0.514
501.86	0.512
502.23	0.520
502.59	0.523
502.96	0.538
503.32	0.539
503.69	0.549
504.06	0.546
504.42	0.546
504.79	0.543
505.15	0.544
505.52	0.553
505.88	0.560
506.25	0.563
506.61	0.554
506.98	0.555
507.34	0.558
507.71	0.564
508.07	0.573
508.44	0.568
508.80	0.566
509.17	0.569
509.53	0.586
509.89	0.596
510.26	0.592
510.62	0.590
510.99	0.596
511.35	0.601
511.72	0.604
512.08	0.603
512.45	0.608
512.81	0.615
513.18	0.619
513.54	0.623
513.90	0.624
514.27	0.629
514.63	0.632
515.00	0.630
515.36	0.624
515.72	0.624
516.09	0.625
516.45	0.630
516.82	0.627
517.18	0.631
517.54	0.635
517.91	0.634
518.27	0.635
518.63	0.637
519.00	0.641
519.36	0.643
519.73	0.654
520.09	0.657
520.45	0.662
520.82	0.649
521.18	0.653
521.54	0.648
521.91	0.655
522.27	0.652
522.63	0.652
523.00	0.657
523.36	0.663
523.72	0.663
524.08	0.662
524.45	0.658
524.81	0.667
525.17	0.665
525.54	0.662
525.90	0.662
526.26	0.663
526.63	0.671
526.99	0.669
527.35	0.674
527.71	0.666
528.08	0.656
528.44	0.650
528.80	0.652
529.16	0.658
529.53	0.654
529.89	0.660
530.25	0.660
530.61	0.665
530.98	0.665
531.34	0.663
531.70	0.665
532.06	0.659
532.42	0.659
532.79	0.653
533.15	0.653
533.51	0.656
533.87	0.656
534.23	0.656
534.60	0.648
534.96	0.644
535.32	0.644
535.68	0.644
536.04	0.644
536.40	0.638
536.77	0.639
537.13	0.637
537.49	0.636
537.85	0.633
538.21	0.627
538.57	0.620
538.93	0.614
539.30	0.613
539.66	0.615
540.02	0.606
540.38	0.610
540.74	0.612
541.10	0.618
541.46	0.610
541.82	0.604
542.18	0.598
542.55	0.592
542.91	0.587
543.27	0.588
543.63	0.590
543.99	0.585
544.35	0.579
544.71	0.574
545.07	0.574
545.43	0.570
545.79	0.568
546.15	0.566
546.51	0.564
546.87	0.559
547.23	0.558
547.59	0.554
547.95	0.551
548.32	0.543
548.68	0.537
549.04	0.532
549.40	0.528
549.76	0.526
550.12	0.523
550.48	0.521
550.84	0.518
551.20	0.512
551.56	0.507
551.92	0.504
552.28	0.501
552.63	0.497
552.99	0.493
553.35	0.494
553.71	0.490
554.07	0.487
554.43	0.480
554.79	0.477
555.15	0.474
555.51	0.469
555.87	0.467
556.23	0.462
556.59	0.455
556.95	0.446
557.31	0.437
557.67	0.437
558.03	0.432
558.39	0.435
558.74	0.434
559.10	0.435
559.46	0.428
559.82	0.420
560.18	0.416
560.54	0.413
560.90	0.407
561.26	0.402
561.61	0.399
561.97	0.400
562.33	0.394
562.69	0.388
563.05	0.382
563.41	0.384
563.77	0.380
564.12	0.376
564.48	0.370
564.84	0.368
565.20	0.364
565.56	0.360
565.92	0.356
566.27	0.351
566.63	0.349
566.99	0.342
567.35	0.343
567.71	0.339
568.06	0.338
568.42	0.332
568.78	0.328
569.14	0.330
569.50	0.328
569.85	0.324
570.21	0.313
570.57	0.309
570.93	0.308
571.28	0.306
571.64	0.301
572.00	0.299
572.36	0.299
572.71	0.299
573.07	0.297
573.43	0.292
573.78	0.285
574.14	0.280
574.50	0.277
574.86	0.274
575.21	0.270
575.57	0.265
575.93	0.262
576.28	0.257
576.64	0.253
577.00	0.252
577.35	0.253
577.71	0.255
578.07	0.252
578.42	0.249
578.78	0.246
579.14	0.247
579.49	0.247
579.85	0.245
580.21	0.244
580.56	0.242
580.92	0.240
581.28	0.233
581.63	0.227
581.99	0.223
582.35	0.222
582.70	0.222
583.06	0.220
583.41	0.218
583.77	0.212
584.13	0.211
584.48	0.210
584.84	0.206
585.19	0.201
585.55	0.197
585.91	0.197
586.26	0.196
586.62	0.191
586.97	0.188
587.33	0.186
587.68	0.187
588.04	0.187
588.39	0.186
588.75	0.181
589.11	0.178
589.46	0.173
589.82	0.173
590.17	0.171
590.53	0.169
590.88	0.169
591.24	0.169
591.59	0.170
591.95	0.168
592.30	0.165
592.66	0.162
593.01	0.161
593.37	0.158
593.72	0.157
594.08	0.154
594.43	0.153
594.79	0.151
595.14	0.153
595.49	0.152
595.85	0.151
596.20	0.147
596.56	0.144
596.91	0.142
597.27	0.140
597.62	0.139
597.98	0.136
598.33	0.136
598.68	0.134
599.04	0.135
599.39	0.134
599.75	0.134
600.10	0.131
600.45	0.128
600.81	0.124
601.16	0.121
601.52	0.120
601.87	0.120
602.22	0.119
602.58	0.119
602.93	0.115
603.28	0.115
603.64	0.112
603.99	0.113
604.35	0.113
604.70	0.112
605.05	0.111
605.41	0.111
605.76	0.111
606.11	0.112
606.47	0.109
606.82	0.109
607.17	0.108
607.52	0.107
607.88	0.106
608.23	0.105
608.58	0.106
608.94	0.106
609.29	0.102
609.64	0.098
610.00	0.095
610.35	0.092
610.70	0.088
611.05	0.088
611.41	0.087
611.76	0.088
612.11	0.084
612.46	0.084
612.82	0.085
613.17	0.085
613.52	0.083
613.87	0.079
614.23	0.077
614.58	0.075
614.93	0.076
615.28	0.080
615.63	0.079
615.99	0.080
616.34	0.076
616.69	0.077
617.04	0.076
617.39	0.077
617.75	0.078
618.10	0.078
618.45	0.077
618.80	0.077
619.15	0.077
619.50	0.075
619.86	0.073
620.21	0.071
620.56	0.071
620.91	0.070
621.26	0.068
621.61	0.068
621.96	0.069
622.32	0.069
622.67	0.067
623.02	0.064
