Radiation Energy,Intensity
KeV,counts
463.4000091,254.0
464.2379838,238.5
465.0759585,227.0
465.9139332,215.0
466.7519079,209.5
467.5898826,235.0
468.4278573,216.0
469.265832,216.0
470.1038067,191.0
470.9417814,189.0
471.7797561,187.5
472.6177308,174.5
473.4557055,181.0
474.2936802,177.5
475.1316549,170.5
475.9696296,172.5
476.8076043,153.0
477.645579,156.5
478.4835537,149.5
479.3215284,125.5
480.1595031,159.5
480.9974778,135.0
481.8354525,137.5
482.6734272,116.5
483.5114019,113.0
484.3493766,112.0
485.1873513,108.0
486.025326,108.0
486.8633007,99.5
487.7012754,99.5
488.5392501,79.5
489.3772248,77.5
490.2151995,88.5
491.0531742,65.5
491.8911489,72.5
492.7291236,69.5
493.5670983,72.0
494.405073,65.5
495.2430477,63.5
496.0810224,60.0
496.9189971,61.0
497.7569718,51.0
498.5949465,44.5
499.4329212,46.5
500.2708959,42.5
501.1088706,46.5
501.9468453,37.0
502.78482,41.0
503.6227947,32.5
504.4607694,38.5
505.2987441,26.0
506.1367188,22.0
506.9746935,30.0
507.8126682,27.0
508.6506429,31.0
509.4886176,21.5
510.3265923,18.0
511.164567,22.5
512.0025416999999,20.5
512.8405164,24.0
513.6784911,19.0
514.5164658,18.5
515.3544405,24.0
516.1924152,18.0
517.0303898999999,15.5
517.8683646,14.5
518.7063393,15.0
519.544314,17.0
520.3822887,13.0
521.2202634,14.5
522.0582380999999,11.5
522.8962128,12.5
523.7341875,11.0
524.5721622,6.0
525.4101369,10.5
526.2481116,9.0
527.0860862999999,11.5
527.9240609999999,11.5
528.7620357,10.5
529.6000104,10.0
530.4379851,5.5
531.2759598,6.5
532.1139345,4.0
532.9519091999999,2.5
533.7898839,8.5
534.6278586,7.5
535.4658333,5.0
536.303808,5.5
537.1417827,2.5
537.9797573999999,5.0
538.8177321,5.0
539.6557068,2.5
540.4936815,4.5
541.3316562,3.5
542.1696309,2.5
543.0076055999999,1.5
543.8455802999999,3.5
544.683555,1.0
545.5215297,0.5
546.3595044,2.5
547.1974791,1.5
548.0354538,2.5
548.8734284999999,3.0
549.7114032,1.5
550.5493779,2.5
551.3873526,2.5
552.2253273,3.5
553.063302,3.5
553.9012766999999,3.5
554.7392514,1.5
555.5772261,2.5
556.4152008,4.0
557.2531755,2.5
558.0911502,3.0
558.9291248999999,2.5
559.7670995999999,0.5
560.6050743,4.0
561.443049,3.5
562.2810237,2.0
563.1189984,1.5
563.9569731,0.5
564.7949477999999,4.0
565.6329225,0.0
566.4708972,2.0
567.3088719,3.0
568.1468466,2.0
568.9848213,2.5
569.8227959999999,1.0
570.6607707,1.0
571.4987454,3.0
572.3367201,2.5
573.1746948,1.5
574.0126695,3.0
574.8506441999999,2.0
575.6886188999999,2.0
576.5265936,2.5
577.3645683,1.5
578.202543,2.5
579.0405177,1.5
579.8784924,3.0
580.7164670999999,0.5
581.5544418,0.0
582.3924165,1.0
583.2303912,1.0
584.0683659,1.0
584.9063406,2.0
585.7443152999999,1.5
586.58229,1.0
587.4202647,1.0
588.2582394,1.0
589.0962141,3.0
589.9341888,2.0
590.7721634999999,1.0
591.6101381999999,2.0
592.4481129,2.5
593.2860876,1.0
594.1240623,0.0
594.962037,3.0
595.8000117,2.0
596.6379863999999,2.0
597.4759611,3.0
598.3139358,0.5
599.1519105,1.0
599.9898852,1.0
600.8278599,1.5
601.6658345999999,1.5
602.5038093,1.5
603.341784,0.5
604.1797587,1.5
605.0177334,4.0
605.8557081,1.0
606.6936827999999,1.0
607.5316574999999,1.0
608.3696322,3.0
609.2076069,2.0
610.0455816,1.0
610.8835563,1.5
611.721531,0.5
612.5595056999999,1.5
613.3974804,2.5
614.2354551,1.0
615.0734298,0.0
615.9114045,1.5
616.7493792,0.0
617.5873538999999,1.5
618.4253286,2.0
619.2633033,0.5
620.101278,2.0
620.9392527,0.5
621.7772274,1.5
622.6152020999999,1.5
623.4531767999999,2.0
624.2911515,3.0
625.1291262,2.0
625.9671009,1.5
626.8050756,2.0
627.6430503,2.5
628.4810249999999,2.0
629.3189997,3.5
630.1569744,1.0
630.9949491,0.5
631.8329238,2.0
632.6708985,1.5
633.5088731999999,1.5
634.3468479,2.5
635.1848226,1.0
636.0227973,3.0
636.860772,2.0
637.6987467,1.0
638.5367213999999,1.5
639.3746960999999,0.5
640.2126708,3.0
641.0506455,0.5
641.8886202,2.0
642.7265949,2.5
643.5645695999999,2.0
644.4025442999999,2.0
645.240519,1.5
646.0784937,2.0
646.9164684,1.0
647.7544431,2.0
648.5924178,2.0
649.4303924999999,3.5
650.2683672,2.5
651.1063419,2.5
651.9443166,2.0
652.7822913,1.5
653.620266,1.0
654.4582406999999,2.5
655.2962153999999,3.5
656.1341901,1.5
656.9721648,0.5
657.8101395,0.5
658.6481142,2.0
659.4860888999999,1.0
660.3240635999999,1.0
661.1620383,2.5
662.000013,1.5
662.8379877,1.0
663.6759624,1.5
664.5139371,0.5
665.3519117999999,3.5
666.1898865,2.5
667.0278612,0.5
667.8658359,1.0
668.7038106,1.5
669.5417853,1.5
670.3797599999999,1.5
671.2177346999999,1.0
672.0557094,2.0
672.8936841,2.0
673.7316588,1.0
674.5696335,1.0
675.4076081999999,1.0
676.2455828999999,1.5
677.0835576,3.5
677.9215323,1.0
678.759507,1.0
679.5974817,1.5
680.4354564,3.0
681.2734310999999,1.5
682.1114057999999,3.0
682.9493805,1.0
683.7873552,1.5
684.6253299,1.0
685.4633046,1.0
686.3012792999999,0.5
687.1392539999999,1.0
687.9772287,2.5
688.8152034,1.5
689.6531781,2.5
690.4911528,2.0
691.3291274999999,2.0
692.1671021999999,0.5
693.0050769,3.0
693.8430516,1.0
694.6810263,1.0
695.519001,2.5
696.3569757,1.5
697.1949503999999,0.5
698.0329250999999,2.0
698.8708998,1.0
699.7088745,1.0
700.5468492,2.0
701.3848239,1.0
702.2227985999999,3.0
703.0607732999999,1.5
703.898748,2.5
704.7367227,0.5
705.5746974,0.0
706.4126721,0.5
707.2506467999999,3.0
708.0886214999999,2.0
708.9265962,1.0
709.7645709,1.5
710.6025456,3.0
711.4405203,1.5
712.278495,0.5
713.1164696999999,1.0
713.9544443999999,1.0
714.7924191,1.0
715.6303938,0.0
716.4683685,1.0
717.3063432,2.5
718.1443178999999,1.0
718.9822925999999,0.5
719.8202673,1.0
720.658242,0.0
721.4962167,0.5
722.3341914,0.0
723.1721660999999,0.5
724.0101407999999,1.0
724.8481155,1.0
725.6860902,1.0
726.5240649,0.0
727.3620396,1.5
728.2000143,1.5
729.0379889999999,2.0
729.8759636999999,2.0
730.7139384,0.0
731.5519131,0.5
732.3898878,1.5
733.2278625,1.5
734.0658371999999,0.5
734.9038118999999,1.0
735.7417866,1.5
736.5797613,0.0
737.417736,0.5
738.2557107,0.5
739.0936853999999,0.0
739.9316600999999,0.5
740.7696348,0.5
741.6076095,1.0
742.4455842,0.0
743.2835589,1.0
744.1215336,1.5
744.9595082999999,1.5
745.7974829999999,2.0
746.6354577,0.0
747.4734324,1.0
748.3114071,0.5
749.1493818,0.5
749.9873564999999,0.0
750.8253311999999,0.5
751.6633059,0.5
752.5012806,2.5
753.3392553,2.0
754.17723,0.0
755.0152046999999,0.0
755.8531793999999,1.0
756.6911541,1.0
757.5291288,0.5
758.3671035,1.0
759.2050782,1.5
760.0430529,0.5
760.8810275999999,0.0
761.7190022999999,0.0
762.556977,0.0
763.3949517,0.0
764.2329264,0.0
765.0709011,1.0
765.9088757999999,0.0
766.7468504999999,1.0
767.5848252,1.0
768.4227999,1.5
769.2607746,0.5
770.0987493,1.0
770.9367239999999,1.0
771.7746986999999,1.0
772.6126734,0.5
773.4506481,0.5
774.2886228,0.0
775.1265975,0.5
775.9645722,0.0
776.8025468999999,0.5
777.6405215999999,0.0
778.4784963,0.0
779.316471,0.5
780.1544457,0.0
780.9924204,0.5
781.8303950999999,0.5
782.6683697999999,0.0
783.5063445,0.0
784.3443192,0.5
785.1822939,0.5
786.0202686,2.0
786.8582432999999,1.0
787.6962179999999,0.5
788.5341927,0.5
789.3721674,0.5
790.2101421,0.0
791.0481168,0.5
791.8860914999999,1.0
792.7240661999999,0.0
793.5620408999999,0.5
794.4000156,0.0
795.2379903,0.5
796.075965,0.0
796.9139397,1.5
797.7519143999999,0.0
798.5898890999999,0.0
799.4278638,0.0
800.2658385,0.0
801.1038132,0.5
801.9417879,0.0
802.7797625999999,0.0
803.6177372999999,0.0
804.455712,0.5
805.2936867,0.0
806.1316614,0.0
806.9696361,0.5
807.8076107999999,1.5
808.6455854999999,0.5
809.4835601999999,0.0
810.3215349,0.0
811.1595096,0.5
811.9974843,0.0
812.835459,1.0
813.6734336999999,0.5
814.5114083999999,0.0
815.3493831,0.0
816.1873578,0.5
817.0253325,1.0
817.8633072,0.5
818.7012818999999,0.0
819.5392565999999,0.0
820.3772313,1.0
821.215206,0.5
822.0531807,0.5
822.8911554,0.0
823.7291300999999,0.0
824.5671047999999,0.5
825.4050794999999,0.0
826.2430542,0.0
827.0810289,0.0
827.9190036,0.5
828.7569783,0.5
829.5949529999999,0.5
830.4329276999999,0.0
831.2709024,1.5
832.1088771,0.0
832.9468518,0.5
833.7848265,0.0
834.6228011999999,1.5
835.4607758999999,0.5
836.2987506,0.0
837.1367253,0.0
837.9747,0.5
838.8126747,0.0
839.6506493999999,0.5
840.4886240999999,0.5
841.3265987999999,0.0
842.1645735,0.0
843.0025482,1.0
843.8405229,0.0
844.6784976,0.5
845.5164722999999,0.5
846.3544469999999,0.0
847.1924217,0.5
848.0303964,1.0
848.8683711,0.5
849.7063458,0.0
850.5443204999999,0.0
851.3822951999999,0.0
852.2202699,0.0
853.0582446,2.0
853.8962193,0.5
854.734194,0.0
855.5721686999999,0.5
856.4101433999999,0.5
857.2481180999999,0.0
858.0860928,0.5
858.9240675,0.5
859.7620422,0.0
860.6000169,0.0
861.4379915999999,0.0
862.2759662999999,0.5
863.113941,0.5
863.9519157,1.0
864.7898904,0.0
865.6278651,0.0
866.4658397999999,0.0
867.3038144999999,0.0
868.1417892,0.0
868.9797639,1.0
869.8177386,0.0
870.6557133,1.0
871.4936879999999,0.0
872.3316626999999,0.5
873.1696373999999,0.0
874.0076121,1.0
874.8455868,0.0
875.6835615,0.5
876.5215362,0.0
877.3595108999999,0.0
878.1974855999999,0.0
879.0354603,0.5
879.873435,0.0
880.7114097,0.0
881.5493844,0.0
882.3873590999999,0.5
883.2253337999999,0.0
884.0633085,0.0
884.9012832,0.0
885.7392579,0.0
886.5772326,0.0
887.4152072999999,0.0
888.2531819999999,0.0
889.0911566999999,0.0
889.9291314,0.5
890.7671061,0.5
891.6050808,0.0
892.4430555,0.0
893.2810301999999,0.0
894.1190048999999,0.0
894.9569796,0.5
895.7949543,0.0
896.632929,0.0
897.4709037,0.0
898.3088783999999,0.0
899.1468530999999,0.0
899.9848278,0.5
900.8228025,0.0
901.6607772,0.0
902.4987519,0.0
903.3367266,0.0
904.1747013,0.0
905.012676,0.5
905.8506507,0.0
906.6886254,0.0
907.5266001,0.0
908.3645748,0.0
909.2025495,0.0
910.0405242,0.5
910.8784989,0.0
911.7164736,0.0
912.5544483,0.5
913.392423,0.5
914.2303977,0.0
915.0683724,0.0
915.9063471,0.0
916.7443218,0.5
917.5822965,0.5
918.4202712,0.0
919.2582459,0.0
920.0962206,0.5
920.9341953,0.0
921.77217,0.0
922.6101447,0.0
923.4481194,0.0
924.2860941,0.0
925.1240688,0.5
925.9620435,0.0
926.8000182,0.0
927.6379929,0.0
928.4759676,0.5
929.3139423,0.0
930.151917,0.0
930.9898917,0.0
931.8278664,0.0
932.6658411,0.0
933.5038158,0.0
934.3417905,0.0
935.1797652,0.0
936.0177399,0.0
936.8557146,0.0
937.6936893,0.0
938.531664,0.0
939.3696387,0.0
940.2076134,0.0
941.0455881,0.0
941.8835628,0.0
942.7215375,0.0
943.5595122,0.0
944.3974869,0.0
945.2354616,0.0
946.0734363,0.0
946.911411,0.0
947.7493857,0.0
948.5873604,0.0
949.4253351,0.0
950.2633098,0.0
951.1012845,0.0
951.9392592,0.0
952.7772339,0.0
953.6152086,0.0
954.4531833,0.0
955.291158,0.0
956.1291327,0.0
956.9671074,0.0
957.8050821,0.0
958.6430568,0.0
959.4810315,0.0
960.3190062,0.5
961.1569809,0.0
961.9949556,0.0
962.8329303,0.0
963.670905,0.0
964.5088797,0.0
965.3468544,0.0
966.1848291,0.5
967.0228038,0.0
967.8607785,0.0
968.6987532,0.5
969.5367279,0.0
970.3747026,0.0
971.2126773,0.5
972.050652,0.0
972.8886267,0.0
973.7266014,0.0
974.5645761,0.0
975.4025508,0.0
976.2405255,1.0
977.0785002,0.0
977.9164749,0.0
978.7544496,0.0
979.5924243,0.0
980.430399,0.0
981.2683737,0.5
982.1063484,0.0
982.9443231,0.0
983.7822978,0.0
984.6202725,0.0
985.4582472,0.0
986.2962219,0.0
987.1341966,0.0
987.9721713,0.0
988.810146,0.0
989.6481207,0.0
990.4860954,0.0
991.3240701,0.0
992.1620448,0.0
993.0000195,0.0
993.8379942,0.0
994.6759689,0.0
995.5139436,0.0
996.3519183,0.0
997.189893,0.0
998.0278677,0.0
998.8658424,0.0
999.7038171,0.0
1000.5417918,0.0
1001.3797665,0.5
1002.2177412,0.5
1003.0557159,0.0
1003.8936906,0.0
1004.7316653,0.0
1005.56964,0.0
1006.4076147,0.0
1007.2455894,0.0
1008.0835641,0.0
1008.9215388,0.0
1009.7595135,0.0
1010.5974882,0.0
1011.4354629,0.0
1012.2734376,0.0
1013.1114123,0.0
1013.949387,0.0
1014.7873617,0.0
1015.6253364,0.0
1016.4633111,0.0
1017.3012858,0.0
1018.1392605,0.0
1018.9772352,0.0
1019.8152099,0.0
1020.6531846,0.0
1021.4911593,0.0
1022.329134,0.0
1023.1671087,0.0
1024.0050834,0.0
1024.8430581,0.5
1025.6810328,0.5
1026.5190075,0.0
1027.3569822,0.0
1028.1949569,0.5
1029.0329316,0.0
1029.8709063,0.0
1030.708881,0.0
1031.5468557,0.0
1032.3848304,0.0
1033.2228051,0.0
1034.0607798,0.0
1034.8987545,0.0
1035.7367292,0.0
1036.5747039,0.0
1037.4126786,0.0
1038.2506532999998,0.0
1039.088628,0.5
1039.9266027,0.0
1040.7645774,0.5
1041.6025521,0.0
1042.4405268,0.5
1043.2785015,1.0
1044.1164762,0.5
1044.9544509,0.0
1045.7924256,0.0
1046.6304003,0.0
1047.468375,0.0
1048.3063497,0.0
1049.1443244,0.0
1049.9822991,0.0
1050.8202738,0.0
1051.6582485,0.0
1052.4962232,0.0
1053.3341979,0.0
1054.1721725999998,0.0
1055.0101473,0.0
1055.848122,0.0
1056.6860967,0.0
1057.5240714,0.0
1058.3620461,0.0
1059.2000208,0.0
1060.0379955,0.0
1060.8759702,0.0
1061.7139449,0.0
1062.5519196,0.0
1063.3898943,0.0
1064.227869,0.0
1065.0658437,0.0
1065.9038184,0.0
1066.7417931,0.0
1067.5797678,0.0
1068.4177425,0.0
1069.2557172,0.5
1070.0936918999998,0.0
1070.9316666,0.0
1071.7696413,0.0
1072.607616,0.5
1073.4455907,0.0
1074.2835654,0.0
1075.1215401,0.5
1075.9595148,0.0
1076.7974895,0.0
1077.6354642,0.0
1078.4734389,0.5
1079.3114136,0.0
1080.1493883,0.0
1080.987363,0.0
1081.8253377,0.0
1082.6633124,0.0
1083.5012871,0.0
1084.3392618,0.5
1085.1772365,0.0
1086.0152111999998,0.0
1086.8531859,1.0
1087.6911606,0.0
1088.5291353,0.0
1089.36711,0.0
1090.2050847,0.5
1091.0430594,0.5
1091.8810341,0.0
1092.7190088,0.0
1093.5569835,0.0
1094.3949582,0.0
1095.2329329,0.0
1096.0709076,0.0
1096.9088823,0.0
1097.746857,0.0
1098.5848317,0.0
1099.4228064,0.0
1100.2607811,0.0
1101.0987558,0.5
1101.9367304999998,0.0
1102.7747052,0.0
1103.6126799,0.0
1104.4506546,0.5
1105.2886293,0.0
1106.126604,0.0
1106.9645787,0.0
1107.8025534,0.0
1108.6405281,0.5
1109.4785028,0.5
1110.3164775,0.0
1111.1544522,0.0
1111.9924269,0.0
1112.8304016,0.0
1113.6683763,0.0
1114.506351,0.0
1115.3443257,0.0
1116.1823004,0.0
1117.0202751,0.0
1117.8582497999998,0.0
